,id,label,top_pred,0,1,2,3,4,correct,certain,misclassified,undecided
36,real_00388.png,no_diffraction,2,9.240498911822215e-06,0.004230867605656385,0.994476854801178,0.001282137236557901,8.911260920285713e-07,0,0,1,0
37,real_00457.png,no_diffraction,2,2.4632686290715355e-06,0.000731513777282089,0.9989458918571472,0.00031998654594644904,1.2104125346468209e-07,0,0,1,0
38,real_00267.png,no_diffraction,2,2.063972459609431e-07,5.03136106999591e-05,0.9998388290405273,0.00011056297807954252,1.6844213135414066e-08,0,0,1,0
39,real_00408.png,no_diffraction,2,3.934165579266846e-05,0.18786105513572693,0.8106761574745178,0.0014142385916784406,9.187349860440008e-06,0,0,1,0
40,real_00160.png,no_diffraction,2,2.469023456797004e-07,4.371436807559803e-05,0.9998564720153809,9.951294487109408e-05,4.597371372483394e-09,0,0,1,0
41,real_00186.png,no_diffraction,2,8.917229934013449e-06,0.004738600458949804,0.9932510256767273,0.0019998543430119753,1.5330867881857557e-06,0,0,1,0
42,real_00112.png,no_diffraction,2,2.909570469000755e-07,0.0004922991502098739,0.9992808699607849,0.00022658755187876523,4.3870297616876996e-08,0,0,1,0
43,real_00313.png,no_diffraction,2,3.584822749758132e-08,1.9291946955490857e-05,0.9998862743377686,9.439460700377822e-05,3.388296532236268e-09,0,0,1,0
44,real_00428.png,no_diffraction,2,0.00013511143333744258,0.05552452430129051,0.9375404715538025,0.006761794909834862,3.814567025983706e-05,0,0,1,0
45,real_00088.png,no_diffraction,2,1.8124581401934847e-05,0.01207998488098383,0.9870686531066895,0.0008320246706716716,1.1890193718500086e-06,0,0,1,0
46,real_00341.png,diffraction,2,2.986156040865086e-14,1.646458663850936e-11,0.9999998807907104,7.918094269143694e-08,3.4537573209669534e-17,1,1,0,0
47,real_00133.png,diffraction,2,1.6733952001857233e-09,3.558975691930755e-08,0.999974250793457,2.5772238586796448e-05,1.958807248347849e-11,1,1,0,0
48,real_00385.png,diffraction,3,4.157157491135877e-06,6.94859991199337e-05,0.31150853633880615,0.6883810758590698,3.6772027669940144e-05,1,0,0,0
49,real_00491.png,diffraction,2,5.198155707958341e-12,1.3597983850033302e-09,0.9999984502792358,1.5224787830447895e-06,3.04591929749156e-14,1,1,0,0
50,real_00171.png,diffraction,2,2.611682354755618e-12,1.2184024622552414e-10,0.9999977350234985,2.3221809897222556e-06,1.4453790328979878e-15,1,1,0,0
51,real_00413.png,diffraction,2,5.953888376097893e-06,3.8704005419276655e-05,0.6549006700515747,0.34503647685050964,1.827167216106318e-05,1,0,0,0
52,real_00334.png,diffraction,3,3.0867811778856336e-11,1.5259851693372184e-07,0.003190265968441963,0.9968066215515137,2.974765266117174e-06,1,1,0,0
53,real_00149.png,diffraction,2,3.2872651445359224e-07,1.12520792754367e-05,0.7043222188949585,0.295662522315979,3.590448159229709e-06,1,0,0,0
54,real_00130.png,diffraction,2,6.671573515859563e-08,3.350635040533234e-07,0.9998190999031067,0.00018060184083878994,5.677041059470866e-10,1,1,0,0
55,real_00022.png,diffraction,2,1.280592982766393e-07,2.725154445215594e-06,0.9989410042762756,0.00105612026527524,5.457949203702128e-09,1,1,0,0
56,real_00461.png,diffraction,2,4.915753915035737e-10,9.227021990909634e-08,0.9998294115066528,0.000170486731803976,4.994973185068474e-11,1,1,0,0
57,real_00180.png,diffraction,2,6.785080586269032e-08,8.009740213310579e-07,0.9981992840766907,0.0017998755211010575,1.9126180639261747e-09,1,1,0,0
58,real_00269.png,diffraction,2,9.446734594575901e-08,4.035906840726966e-06,0.9999113082885742,8.447209256701171e-05,1.6747394582239394e-09,1,1,0,0
59,real_00005.png,diffraction,2,7.817031595050601e-15,6.044115728742749e-12,1.0,1.0933209004804212e-08,3.478613767501927e-18,1,1,0,0
60,real_00292.png,diffraction,2,3.609417653649416e-09,6.883538361535102e-08,0.9999949932098389,4.941444785799831e-06,5.748132438782028e-12,1,1,0,0
61,real_00300.png,diffraction,2,3.666572687827108e-12,1.708890584595224e-09,0.9999927282333374,7.277859367604833e-06,4.17253173201973e-14,1,1,0,0
62,real_00065.png,diffraction,2,0.00015667387924622744,0.1952575445175171,0.8042361736297607,0.0003482292522676289,1.3048164646534133e-06,1,0,0,0
63,real_00447.png,diffraction,2,1.449861031233013e-07,1.0150588423130102e-06,0.9998911619186401,0.00010759600263554603,6.682491227039122e-10,1,1,0,0
64,real_00156.png,diffraction,2,0.0014533636858686805,0.004610427655279636,0.6698933243751526,0.3226214647293091,0.0014214088441804051,1,0,0,0
65,real_00356.png,diffraction,2,1.3371313778431926e-10,1.768244146660436e-07,0.9999966621398926,3.219088512196322e-06,2.221192847706721e-12,1,1,0,0
66,real_00228.png,diffraction,2,1.3193032222247325e-09,1.4667223524611472e-07,0.9980840682983398,0.0019158095819875598,2.5887705867866373e-10,1,1,0,0
67,real_00182.png,diffraction,2,1.3938512670452763e-11,1.4848674290135477e-08,0.9999972581863403,2.7643898192764027e-06,1.1958691686648343e-13,1,1,0,0
68,real_00395.png,diffraction,2,2.8862046086430837e-10,5.3645883291153496e-09,0.9999994039535522,5.801460360999044e-07,1.5910254884399233e-13,1,1,0,0
69,real_00330.png,diffraction,2,6.1725299350945395e-12,9.980963833200462e-10,0.9999682903289795,3.1720861443318427e-05,2.693122959883387e-13,1,1,0,0
70,real_00033.png,diffraction,2,1.9976103155525463e-15,9.925487081535733e-13,0.9999998807907104,1.4748350452009618e-07,8.188916010707563e-18,1,1,0,0
71,real_00268.png,diffraction,2,4.594915736788607e-08,2.410636625427287e-06,0.9951639175415039,0.004833538550883532,7.69388730503806e-09,1,1,0,0
72,real_00266.png,diffraction,2,0.00036655922303907573,0.00013978520291857421,0.7503028512001038,0.24910445511341095,8.641987369628623e-05,1,0,0,0
73,real_00272.png,diffraction,3,5.56297730103239e-10,3.450419399086968e-07,0.08242197334766388,0.9175760746002197,1.5878393924140255e-06,1,1,0,0
74,real_00287.png,diffraction,3,7.478568932128837e-06,0.00012072355457348749,0.10625988990068436,0.893095076084137,0.0005167878116481006,1,0,0,0
75,real_00015.png,diffraction,2,1.6586213291702734e-08,2.8438857953005936e-06,0.875012993812561,0.12498381733894348,2.968578769468877e-07,1,0,0,0
76,real_00392.png,diffraction,3,3.139866322499074e-08,6.57953478366835e-07,0.001760657411068678,0.9979652166366577,0.00027345275157131255,1,1,0,0
77,real_00054.png,diffraction,2,1.5851552293000282e-09,5.255704849105314e-08,0.9999496936798096,5.02622096973937e-05,1.2430129842089244e-11,1,1,0,0
78,real_00093.png,diffraction,2,1.701654400676489e-05,0.013759157620370388,0.9851309657096863,0.001090949634090066,1.8904348735304666e-06,1,1,0,0
79,real_00449.png,diffraction,2,4.4898217765876325e-07,5.4488322348333895e-05,0.9996985197067261,0.0002465952420607209,3.108426582798529e-08,1,1,0,0
80,real_00119.png,diffraction,2,1.294853468891688e-08,1.8693305037231767e-06,0.9998471736907959,0.0001508599816588685,3.5249395069492095e-10,1,1,0,0
81,real_00485.png,diffraction,2,5.911469647124079e-10,5.185263063367529e-08,0.9999792575836182,2.0731245967908762e-05,6.666955182366152e-12,1,1,0,0
82,real_00359.png,diffraction,2,3.9645278171462905e-09,7.973473543643195e-07,0.9520338177680969,0.04796535521745682,4.011530307934663e-08,1,1,0,0
83,real_00351.png,diffraction,3,0.0002621930034365505,6.556897005793871e-06,0.07027681916952133,0.9293586015701294,9.579592006048188e-05,1,1,0,0
84,real_00335.png,diffraction,3,8.333296275253588e-10,7.95754033333651e-07,0.0017352174036204815,0.9982202649116516,4.3624149839160964e-05,1,1,0,0
85,real_00016.png,diffraction,3,4.237777628812722e-10,2.1591786492081155e-07,0.0028495292644947767,0.9971334934234619,1.6724890883779153e-05,1,1,0,0
86,real_00438.png,diffraction,3,4.65935166005238e-08,6.51362051939941e-06,0.42612946033477783,0.5738602876663208,3.6003173136123223e-06,1,0,0,1
87,real_00314.png,diffraction,2,4.481144459406866e-14,4.029739389399545e-11,1.0,4.9819878000789686e-08,3.196458490093149e-17,1,1,0,0
88,real_00008.png,diffraction,2,9.865844840506433e-16,1.1568603713874026e-11,0.9999901056289673,9.947153557732236e-06,5.524471701769899e-16,1,1,0,0
89,real_00120.png,diffraction,2,9.95945253351449e-12,1.6348999931636854e-09,0.999139666557312,0.000860335654579103,7.097513549103596e-12,1,1,0,0
90,real_00072.png,diffraction,2,2.726989190016127e-10,6.006644071021583e-08,0.9990703463554382,0.0009296049829572439,6.253206980000314e-11,1,1,0,0
